Title;Desc;Type;BodyPart;Equipment;Level;Rating;VideoLink
Single-arm kneeling lat pull-down;The single-arm kneeling lat pull-down is a variation of the lat pull-down exercise performed one arm at a time, with the knees on the ground, rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.;Strength;Lats;Cable;Beginner;8.6;https://www.youtube.com/shorts/KA0bfBIOxHY
Elevated Cable Rows;The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.;Strength;Lats;Cable;Beginner;8.3;https://www.youtube.com/watch?v=rEX2WT89u34&pp=ygUTRWxldmF0ZWQgQ2FibGUgUm93cw%3D%3D
Kneeling lat pull-down;The kneeling lat pull-down is a variation of the lat pull-down exercise performed with the knees on the ground rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.;Strength;Lats;Cable;Intermediate;8.3;https://www.youtube.com/shorts/KA0bfBIOxHY
Behind-the-neck pull-down;The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you target the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, particularly for people with existing shoulder problems.;Strength;Lats;Cable;Intermediate;8.3;https://www.youtube.com/watch?v=pLAd-py7T24&pp=ygUZQmVoaW5kLXRoZS1uZWNrIHB1bGwtZG93bg%3D%3D
Reverse-grip lat pull-down;The reverse-grip lat pull-down is variation on the lat pull-down that targets the lower lats more than an overhand grip. Because the hands are relatively close together, it also increases the range of motion beyond wider-grip pull-down variations. It can be performed for low reps, such as 5-6 per set, for back strength, or for higher reps for size.;Strength;Lats;Machine;Intermediate;7.9;https://www.youtube.com/watch?v=D-aYXhHBDI8&pp=ygUaUmV2ZXJzZS1ncmlwIGxhdCBwdWxsLWRvd24%3D
Machine seated row;The machine seated row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. There is a wide variety of seated row machines, but most of them approximate the motion of a free-weight row, but in an upright, forward-facing position. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.;Strength;Lats;Machine;Beginner;7.1;https://www.youtube.com/watch?v=TeFo51Q_Nsc&pp=ygUSTWFjaGluZSBzZWF0ZWQgcm93
Machine-assisted pull-up;The machine-assisted pull-up takes a classic back-building exercise and adds assistance to make the movement easier than the bodyweight version. The amount of assistance can easily be changed by moving the pin in the stack. While some people use this variation as a substitute for pull-ups or as an assistance exercise for pull-ups, it is also effective as a way to perform the pull-up motion in traditional muscle-building ranges. This variation is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or back-focused training.;Strength;Lats;Machine;Beginner;8.5;https://www.youtube.com/watch?v=y00_rMYk1Oc&pp=ygUYTWFjaGluZS1hc3Npc3RlZCBwdWxsLXVw
Single-arm pull-down;The single-arm pull-down is a variation on the lat pull-down that is performed one arm at a time, usually with a D-shaped handle and a cable stack. Many lifters find they can feel the lat (latissimus dorsi) muscles working better with single-arm variations.;Strength;Lats;Machine;Intermediate;8.4;https://www.youtube.com/watch?v=r68DrqhNSis&pp=ygUUU2luZ2xlLWFybSBwdWxsLWRvd24%3D
Pullups;The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of вЂњrelative strengthвЂќ which is strength in relation to bodyweight.;Strength;Lats;Body Only;Intermediate;8.2;https://www.youtube.com/watch?v=eGo4IYlbE5g&pp=ygUHUHVsbHVwcw%3D%3D
Pull-up;"The pull-up is a multijoint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of ""relative strength"" which is strength in relation to body weight.";Strength;Lats;Body Only;Beginner;7.3;https://www.youtube.com/watch?v=rqO9ngy4B3Q&pp=ygUHUHVsbC11cA%3D%3D
Rope climb;The rope climb is an exercise that is used commonly in CrossFit workouts and as a test of upper-body strength. It was even contested at the Olympics in the early 20th century. It targets a wide range of upper-body musculature, including the hands and forearms, shoulders, biceps, lats (latissimus dorsi), and core.;Strength;Lats;Body Only;Intermediate;9.2;https://www.youtube.com/watch?v=Pa4QUC9AvuA&pp=ygUKUm9wZSBjbGltYg%3D%3D
Neutral-grip pull-up;The neutral-grip pull-up is a multijoint bodyweight exercise in which the reps are performed with the palms facing one another. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.;Strength;Lats;Body Only;Intermediate;8.9;https://www.youtube.com/watch?v=YJ7HuEsbOPY&pp=ygUUTmV1dHJhbC1ncmlwIHB1bGwtdXA%3D
One Handed Hang;The single-arm hang is a static exercise that involves hanging from a bar by one hand. It is an advanced hanging exercise that demands above-average shoulder stability and grip strength, and may not be appropriate for some people. However, if someone is strong and stable enough to perform it, the movement can help build those same qualities.;Stretching;Lats;Body Only;Intermediate;8.7;https://www.youtube.com/watch?v=OSXpB-pDTek&pp=ygUPT25lIEhhbmRlZCBIYW5n
Standing side bend stretch;"The standing side bend stretch is a stretching exercise targeting the obliques, the muscles that run along the side of the core. It is a common inclusion in dynamic warm-ups for the upper body, but can also be performed to help ""limber up"" for lifting or athletics anytime.";Stretching;Lats;Body Only;Intermediate;8.2;https://www.youtube.com/shorts/je7fMrA79jk
Medicine ball slam;The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout.;Plyometrics;Lats;Medicine Ball;Intermediate;3.6;https://www.youtube.com/watch?v=LLIRGi1LRRQ&pp=ygUSTWVkaWNpbmUgYmFsbCBzbGFt
Lower back SMR;"Lower back self-myofascial release (SMR) is a self-administered soft-tissue treatment, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quadratus lumborum or spinal erector (erector spinae) muscles of the lower back, some people find they can cause this often painful and tight area to relax or ""release."" Lower back SMR is often accompanied by SMR on the glutes or piriformis muscles, or by stretches that target the piriformis or hips. However, some people find that SMR on the lower back can aggravate existing pain or injury, so be cautious when performing it.";Stretching;Lower Back;Foam Roll;Intermediate;3.2;https://www.youtube.com/watch?v=NS73eSohTbc&pp=ygUOTG93ZXIgYmFjayBTTVI%3D
Barbell deficit deadlift;The barbell deficit deadlift is a compound exercise targeting the posterior chain. It is commonly utilized in powerlifting training to build pulling strength off the floor, but is also an effective muscle-building movement for the glutes and hamstrings. It is usually performed with lighter weight, and perhaps for higher reps, than traditional deadlifts. If these make your back sore, decrease the deficit and/or wear a weightlifting belt.;Powerlifting;Lower Back;Barbell;Beginner;7.9;https://www.youtube.com/watch?v=CpWsUsqBtN8&pp=ygUYQmFyYmVsbCBkZWZpY2l0IGRlYWRsaWZ0
Rack pull;The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can be used to strengthen deadlift lockout, but also as a deadlift alternative for people who can't deadlift from the floor without pain.;Powerlifting;Lower Back;Barbell;Intermediate;4.5;https://www.youtube.com/watch?v=aAjN8zS7Idg&pp=ygUJUmFjayBwdWxs
Back extension;The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.;Strength;Lower Back;Body Only;Intermediate;9.4;https://www.youtube.com/watch?v=H8Swl1N-uis&pp=ygUOQmFjayBleHRlbnNpb24%3D
Superman;The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.;Stretching;Lower Back;Body Only;Intermediate;8.3;https://www.youtube.com/watch?v=K_8yRH2KPVo&pp=ygUIU3VwZXJtYW4%3D
Child's pose;ChildвЂ™s pose is a traditional yoga pose that is also popular in fitness and strength training. It targets mobility of the thoracic spine and control of the vertebral column. It can be performed for time or reps as part of a dynamic warm-up or as a mobility or restorative exercise anytime. It can also work as part of a yoga or bodyweight sequence with other poses.;Stretching;Lower Back;Body Only;Intermediate;9.1;https://www.youtube.com/watch?v=qYvYsFrTI0U&pp=ygUMQ2hpbGQncyBwb3Nl
Exercise ball weighted hyperextension;The exercise ball weighted hyperextension is an exercise that strengthens the lower back. If balance is an issue, have someone hold your feet.;Strength;Lower Back;Exercise Ball;Beginner;8.3;https://www.youtube.com/watch?v=YGqr6rLaBdM&pp=ygUlRXhlcmNpc2UgYmFsbCB3ZWlnaHRlZCBoeXBlcmV4dGVuc2lvbg%3D%3D
Reverse-grip bent-over row;The reverse-grip bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is thought to target the biceps and lats a bit more directly than overhand barbell rows. Because it can be loaded heavily, it is a popular movement in strength and muscle-focused upper-body workouts.;Strength;Middle Back;Barbell;Intermediate;5.3;https://www.youtube.com/watch?v=3gdGSSgDby8&pp=ygUaUmV2ZXJzZS1ncmlwIGJlbnQtb3ZlciByb3c%3D
One-Arm Long Bar Row;The single-arm landmine bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. It utilizes a landmine device which anchors one end of the barbell near the ground, but could also be approximated by placing the barbell in the corner of a room.;Strength;Middle Back;Barbell;Intermediate;8.3;https://www.youtube.com/watch?v=1W1MnqIIZ7k&pp=ygUUT25lLUFybSBMb25nIEJhciBSb3c%3D
Bent Over Barbell Row;The barbell bent-over row is a compound exercise used to build strength and size in both the lower and upper back. It targets nearly all of the muscles in the back, but particularly the lats, rhomboids, and lower back. It is commonly utilized as an accessory movement for the deadlift in powerlifting, but is also popular in strength and muscle-focused upper-body workouts.;Strength;Middle Back;Barbell;Intermediate;9.2;https://www.youtube.com/watch?v=FWJR5Ve8bnQ&pp=ygUVQmVudCBPdmVyIEJhcmJlbGwgUm93
Pendlay Row;The Pendlay row, named after the well-known strength coach Glenn Pendlay, is a bent-over row variation where each rep starts with the barbell resting on the ground. This eliminates the stretch reflex and forces the lifter to pull with power and a bent-over spine. The Pendlay row can be performed heavy for low reps, but is usually performed for moderate reps, such as 5-8 per set.;Strength;Middle Back;Barbell;Intermediate;9.0;https://www.youtube.com/watch?v=axoeDmW0oAY&pp=ygULUGVuZGxheSBSb3c%3D
Barbell seal row;The barbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.;Strength;Middle Back;Barbell;Intermediate;8.7;https://www.youtube.com/watch?v=BNgeM3y3Byc&pp=ygUQQmFyYmVsbCBzZWFsIHJvdw%3D%3D
Kettlebell alternating renegade row;The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.;Strength;Middle Back;Kettlebells;Intermediate;8.2;https://www.youtube.com/watch?v=Ggaj8hB0BUY&pp=ygUjS2V0dGxlYmVsbCBhbHRlcm5hdGluZyByZW5lZ2FkZSByb3c%3D
One-Arm Dumbbell Row;The single-arm bench dumbbell row is a popular exercise for building the latissimus dorsi, or lat, muscles of the back. The bench is used for support during the rowing motion.;Strength;Middle Back;Dumbbell;Intermediate;6.2;https://www.youtube.com/watch?v=roCP6wCXPqo&pp=ygUUT25lLUFybSBEdW1iYmVsbCBSb3c%3D
Incline dumbbell row;The incline dumbbell row is an upper-body exercise targeting the lats (latissimus dorsi) and upper-back muscles, as well as the biceps. Performing it on an incline bench helps target the lower lats in particular. Dumbbell row variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.;Strength;Middle Back;Dumbbell;Intermediate;8.5;https://www.youtube.com/watch?v=BzPuC0X69Kg&pp=ygUUSW5jbGluZSBkdW1iYmVsbCByb3c%3D
Man-maker;The man-maker is a sequence of exercises combining a dumbbell front squat, military press, renegade row, and sprawl. Between these movements it challenges muscles across the body, along with the cardiovascular system. It can be performed for rounds or for time as a single full-body exercise or as part of a fat-loss or athleticism-focused workout.;Strength;Middle Back;Dumbbell;Intermediate;9.0;https://www.youtube.com/watch?v=2-6EPLtSLwU&pp=ygUJTWFuLW1ha2Vy
Dumbbell bent-over row;The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.;Strength;Middle Back;Dumbbell;Intermediate;8.8;https://www.youtube.com/watch?v=6TSP1TRMUzs&pp=ygUWRHVtYmJlbGwgYmVudC1vdmVyIHJvdw%3D%3D
Alternating sit-through with crunch;The alternating sit-through with crunch is a full-body movement that starts in a bear crawl position and ends with a leg kicked out to the side. In between reps, you perform a crunch. It is commonly performed for reps or time in bodyweight circuits and animal-style flows, but can also work on its own or as part of a dynamic warm-up or mobility sequence.;Strength;Middle Back;Other;Intermediate;8.4;https://www.youtube.com/watch?v=DKbsS9zU9bo&pp=ygUjQWx0ZXJuYXRpbmcgc2l0LXRocm91Z2ggd2l0aCBjcnVuY2g%3D
Seated Cable Rows;The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.;Strength;Middle Back;Cable;Intermediate;8.3;https://www.youtube.com/watch?v=vwHG9Jfu4sw&pp=ygURU2VhdGVkIENhYmxlIFJvd3M%3D
Upside-down pull-up;The upside-down pull-up is an advanced bodyweight exercise that is normally performed on a pair of gymnastic rings. It involves pulling the body toward the ceiling in an inverted position. It targets the same muscles as traditional pull-ups, including the lats (latissimus dorsi), biceps, and core. However, the pulling angle is more akin to a bent-over row or upright row, depending on the angle of your hips.;Strength;Middle Back;Other;Intermediate;8.9;https://www.youtube.com/watch?v=iCFmTS52F-M&pp=ygUTVXBzaWRlLWRvd24gcHVsbC11cA%3D%3D
Smith machine inverted row;The Smith machine inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row. This variation is usually performed for moderate to high reps, such as 8-12 reps per set or more.;Strength;Middle Back;Other;Intermediate;8.8;https://www.youtube.com/watch?v=XZV9IwluPjw&pp=ygUaU21pdGggbWFjaGluZSBpbnZlcnRlZCByb3c%3D
Suspended row;The suspended row is a bodyweight pulling exercise that focuses on the muscles of the middle and upper back, as well as the biceps. It can be trained in traditional muscle-building rep ranges or for higher reps. It can also work as part of a dynamic warm-up for a pressing or pulling-focused workout.;Strength;Middle Back;Other;Intermediate;8.8;https://www.youtube.com/watch?v=fW_jdwZT804&pp=ygUNU3VzcGVuZGVkIHJvdw%3D%3D
Seated Cable Rows;The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.;Strength;Middle Back;Cable;Intermediate;8.8;https://www.youtube.com/watch?v=vwHG9Jfu4sw&pp=ygURU2VhdGVkIENhYmxlIFJvd3M%3D
Single-arm cable seated row;The single-arm cable seated row is a version of the cable row movement that trains the muscles of the upper back one side at a time. It targets a wide range of muscles including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids. It also targets the biceps to a lesser degree. The single-arm row can work well in a variety of rep ranges but is most popular in muscle-building workouts or as an accessory movement for strength workouts.;Strength;Middle Back;Cable;Intermediate;8.8;https://www.youtube.com/watch?v=CrylzZHfO1c&pp=ygUbU2luZ2xlLWFybSBjYWJsZSBzZWF0ZWQgcm93
Rower;The rower is a popular gym machine that is serious cardiovascular work, but also targets the legs, back, and arm muscles. It's a great way build overall aerobic and muscular fitness. It is popular in CrossFit-style workouts, but is also a staple in all types of gyms. It can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.;Cardio;Middle Back;Machine;Intermediate;8.2;https://www.youtube.com/watch?v=zlTIextYnyQ&pp=ygUFUm93ZXI%3D
Seated Cable Rows;The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.;Strength;Middle Back;Cable;Intermediate;7.6;https://www.youtube.com/watch?v=vwHG9Jfu4sw&pp=ygURU2VhdGVkIENhYmxlIFJvd3M%3D
Smith machine bent-over row;The Smith machine bent-over row is an upper-body exercise targeting the muscles of the back, particularly the lats (latissimus dorsi). This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused workout.;Strength;Middle Back;Machine;Intermediate;8.8;https://www.youtube.com/watch?v=7PhvyukQ4Sw&pp=ygUbU21pdGggbWFjaGluZSBiZW50LW92ZXIgcm93
Leverage High Row;The machine high row is an exercise targeting the lats and works the back overall.;Strength;Middle Back;Machine;Beginner;8.8;https://www.youtube.com/watch?v=ECTf6ivNNgE&pp=ygURTGV2ZXJhZ2UgSGlnaCBSb3c%3D
Rhomboids SMR;"Rhomboids self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the rhomboid muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Rhomboids SMR is often accompanied by SMR on the lats, or by stretches that target the rhomboids or lats.";Stretching;Middle Back;Body Only;Intermediate;8.8;https://www.youtube.com/watch?v=gyHsdmSo5qY&pp=ygUNUmhvbWJvaWRzIFNNUg%3D%3D
Barbell shrug;The barbell shrug is an exercise targeting the traps (trapezius muscles). It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.;Strength;Traps;Barbell;Intermediate;8.5;https://www.youtube.com/watch?v=NAqCVe2mwzM&pp=ygUNQmFyYmVsbCBzaHJ1Zw%3D%3D
Barbell behind-the-back shrug;The barbell behind-the-back shrug is an exercise targeting the traps. Having the bar behind you helps keep your shoulders pulled up and back, rather than rounded forward. It is popular in strength and muscle-focused upper-body training, and is often trained on a shoulder day. With the assistance of straps, it can be loaded heavily, but it is still usually performed for moderate to high reps, such as 8-10 reps per set.;Strength;Traps;Barbell;Intermediate;8.9;https://www.youtube.com/watch?v=OoUQRw91D94&pp=ygUdQmFyYmVsbCBiZWhpbmQtdGhlLWJhY2sgc2hydWc%3D
Kettlebell sumo deadlift high pull;The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.;Strength;Traps;Kettlebells;Intermediate;8.8;https://www.youtube.com/watch?v=xF3Lf_7r1-Y&pp=ygUiS2V0dGxlYmVsbCBzdW1vIGRlYWRsaWZ0IGhpZ2ggcHVsbA%3D%3D
Standing dumbbell shrug;The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It's often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.;Strength;Traps;Dumbbell;Intermediate;8.8;https://www.youtube.com/watch?v=cJRVVxmytaM&pp=ygUXU3RhbmRpbmcgZHVtYmJlbGwgc2hydWc%3D
Standing dumbbell upright row;The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.;Strength;Traps;Dumbbell;Intermediate;8.8;https://www.youtube.com/watch?v=IhZLB48kluc&pp=ygUdU3RhbmRpbmcgZHVtYmJlbGwgdXByaWdodCByb3c%3D
Cable straight-bar upright row;The cable straight-bar upright row is an isolation exercise for the traps and the medial deltoids. It may not be appropriate for all lifters depending on their shoulder health and injury history. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.;Strength;Traps;Cable;Intermediate;8.1;https://www.youtube.com/watch?v=g8NRlItDtgw&pp=ygUeQ2FibGUgc3RyYWlnaHQtYmFyIHVwcmlnaHQgcm93
Cable shrug;The cable shrug is an exercise targeting the traps, as well as hitting the shoulders and upper back. Cables allow for lighter loading which is beneficial for higher-rep sets.;Strength;Traps;Cable;Intermediate;7.9;https://www.youtube.com/watch?v=Wab3-dsZohU&pp=ygULQ2FibGUgc2hydWc%3D
Smith machine shrug;The Smith machine shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.;Strength;Traps;Machine;Intermediate;5.7;https://www.youtube.com/watch?v=cT5_GyOXIgE&pp=ygUTU21pdGggbWFjaGluZSBzaHJ1Zw%3D%3D
Smith machine behind-the-back shrug;The Smith machine behind-the-back shrug is an upper-body exercise targeting the traps (trapezius muscles). It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of shoulder or trap-focused training.;Strength;Traps;Machine;Intermediate;8.4;https://www.youtube.com/watch?v=GaHtS9SUqh4&pp=ygUjU21pdGggbWFjaGluZSBiZWhpbmQtdGhlLWJhY2sgc2hydWc%3D
Smith machine upright row;The Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout.;Strength;Traps;Machine;Intermediate;8.3;https://www.youtube.com/watch?v=vcXkzN6QXbk&pp=ygUZU21pdGggbWFjaGluZSB1cHJpZ2h0IHJvdw%3D%3D
Single-leg depth squat;The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. It is usually performed for low to moderate reps with a focus on proper form and control.;Strength;Quadriceps;Bands;Intermediate;8.7;https://www.youtube.com/shorts/CKKu3492fFQ
Quadriceps SMR;"Quadriceps self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quad muscles of the upper leg, some people find they can cause this often painful and tight muscle group to relax or ""release."" Quadriceps SMR is often accompanied by SMR on the calf, glute, or hip muscles, or by stretches that target the calves or quads.";Stretching;Quadriceps;Foam Roll;Intermediate;8.7;https://www.youtube.com/watch?v=vUzmXO56jDI&pp=ygUOUXVhZHJpY2VwcyBTTVI%3D
Barbell Full Squat;The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.;Strength;Quadriceps;Barbell;Intermediate;8.7;https://www.youtube.com/watch?v=W7pj9LP7gJ8&pp=ygUSQmFyYmVsbCBGdWxsIFNxdWF0
Barbell back squat to box;The barbell back squat to box is a popular version of a classic lower-body exercise that utilizes a box at the bottom position of the movement. This allows the lifter to customize the depth of the squat, as well as limit the stretch reflex at the bottom of the squat. The movement targets the quadriceps, glutes, and hamstrings. The squat to box can be performed for low reps to build strength or power, or for higher reps to build muscle.;Powerlifting;Quadriceps;Barbell;Intermediate;8.1;https://www.youtube.com/watch?v=nBc_2Jyp3tM&pp=ygUZQmFyYmVsbCBiYWNrIHNxdWF0IHRvIGJveA%3D%3D
Push-press;"The push-press is an overhead press variation in which the barbell is pushed upward with assistance from the lower body. This ""push"" helps the weight travel through the sticking point of a strict press. The push-press is commonly performed as part of barbell complexes, power training for all types of athletics, or as a powerful shoulder exercise.";Olympic Weightlifting;Quadriceps;Barbell;Intermediate;7.9;https://www.youtube.com/watch?v=iaBVSJm78ko&pp=ygUKUHVzaC1wcmVzcw%3D%3D
Power snatch-;"The power snatch is a full-body lift in which the bar is pulled from the floor with a wide grip to the overhead position in one movement. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power snatch can be used as a learning tool for the full snatch, or to train muscular power and strength on its own. It is usually performed for low reps, focusing on power and movement quality.";Olympic Weightlifting;Quadriceps;Barbell;Expert;9.2;https://www.youtube.com/watch?v=TL8SMp7RdXQ&pp=ygUNUG93ZXIgc25hdGNoLQ%3D%3D
Barbell walking lunge;The barbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as the core muscles. Using a barbell allows you to overload the exercise. It can be performed for moderate reps, such as 8-15 per set or across the gym, or for higher reps as a conditioning and mental toughness challenge.;Strength;Quadriceps;Barbell;Intermediate;7.8;https://www.youtube.com/watch?v=X9QswJmhBQI&pp=ygUVQmFyYmVsbCB3YWxraW5nIGx1bmdl
Narrow-stance squat;The narrow-stance squat is an exercise that targets the lower body with an emphasis on the quads. Many people will find they can't go as deep in a narrow-stance squat as with a wider squat, which is normal. The narrow-stance squat can be performed for time or reps in any workout.;Strength;Quadriceps;Barbell;Expert;7.3;https://www.youtube.com/watch?v=SauQgvbztRE&pp=ygUTTmFycm93LXN0YW5jZSBzcXVhdA%3D%3D
Barbell Squat;The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.;Strength;Quadriceps;Barbell;Intermediate;9.0;https://www.youtube.com/watch?v=gcNh17Ckjgg&pp=ygUNQmFyYmVsbCBTcXVhdA%3D%3D
Barbell front squat;The barbell front squat is a compound movement that emphasizes building the lower-body muscle groups. With the barbell racked in front of the body on the anterior delts, the front squat emphasizes the quads and glutes, but also upper back and core strength to remain upright. Front squats can be trained as an alternative to back squats, as an accessory movement for either squats or deadlifts, or for strength and muscle on their own. Many lifters and athletes prefer them to back squats, although they can be uncomfortable and difficult to learn at first.;Strength;Quadriceps;Barbell;Intermediate;5.4;https://www.youtube.com/watch?v=VfBOBhwXbro&pp=ygUTQmFyYmVsbCBmcm9udCBzcXVhdA%3D%3D
Barbell forward lunge;The barbell forward lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The forward lunge can be performed as part of a barbell complex, in a circuit, or on its own in the lower-body portion of any workout.;Strength;Quadriceps;Barbell;Expert;9.4;https://www.youtube.com/watch?v=ci4rsmlOk24&pp=ygUVQmFyYmVsbCBmb3J3YXJkIGx1bmdl
